list,pick,fix_rank,combo,allocation_pattern,all_easy_gws,all_easy_pct,avg_fdr_corr,rot_avg_fdr,no_diff_gws,mean_gkp_xcs,mean_def_xcs,n_elite,n_strong,n_cs_plus,n_prom,n_weak,cs_core,leaks,gate,fail,verdict
gw1_3_fixture_head,,127,CHE-CRY-MUN-NFO-SUN,1+1+1+1+1,2,66.7,0.1673,2.3333,3,0.2638,0.2737,0,1,1,0,2,MUN,CHE-CRY,cut,thin CS core,CAUTION
gw1_3_fixture_head,,128,ARS-BOU-CHE-MUN-SUN,1+1+1+1+1,2,66.7,0.189,2.3333,3,0.3071,0.3096,1,1,2,0,2,ARS-MUN,BOU-CHE,pass,,PICK
gw1_3_fixture_head,,129,ARS-CHE-FUL-MUN-SUN,1+1+1+1+1,2,66.7,0.189,2.3333,3,0.311,0.3174,1,1,2,0,1,ARS-MUN,CHE,pass,,PICK
gw1_3_fixture_head,,130,ARS-CHE-MUN-NEW-SUN,1+1+1+1+1,2,66.7,0.189,2.3333,3,0.3073,0.303,1,1,2,0,2,ARS-MUN,CHE-NEW,pass,,PICK
gw1_3_fixture_head,,131,BOU-CHE-IPS-MUN-SUN,1+1+1+1+1,2,66.7,0.189,2.3333,3,0.2586,0.2638,0,1,1,1,2,MUN,BOU-CHE-IPS,cut,thin CS core,CAUTION
gw1_3_fixture_head,,132,CHE-FUL-IPS-MUN-SUN,1+1+1+1+1,2,66.7,0.189,2.3333,3,0.2626,0.2716,0,1,1,1,1,MUN,CHE-IPS,cut,thin CS core,CAUTION
gw1_3_fixture_head,,133,CHE-HUL-MUN-NFO-SUN,1+1+1+1+1,2,66.7,0.189,2.3333,3,0.2639,0.2702,0,1,1,1,1,MUN,CHE-HUL,cut,thin CS core,CAUTION
gw1_3_fixture_head,,134,CHE-IPS-MUN-NEW-SUN,1+1+1+1+1,2,66.7,0.189,2.3333,3,0.2589,0.2572,0,1,1,1,2,MUN,CHE-IPS-NEW,cut,thin CS core,CAUTION
gw1_3_fixture_head,,135,EVE-HUL-MUN-NFO-SUN,1+1+1+1+1,2,66.7,0.2,2.3333,3,0.2707,0.2731,0,1,1,1,0,MUN,HUL,cut,thin CS core,CAUTION
gw1_3_fixture_head,,136,ARS-CHE-MUN-NFO-TOT,1+1+1+1+1,2,66.7,0.2062,2.3333,3,0.3323,0.3161,1,1,2,0,1,ARS-MUN,CHE,pass,,PICK
gw1_3_fixture_head,,137,ARS-CHE-NFO-SUN-TOT,1+1+1+1+1,2,66.7,0.2062,2.3333,3,0.3269,0.3191,1,0,1,0,1,ARS,CHE,cut,thin CS core,CAUTION
gw1_3_fixture_head,,138,CHE-IPS-MUN-NFO-TOT,1+1+1+1+1,2,66.7,0.2062,2.3333,3,0.2838,0.2703,0,1,1,1,1,MUN,CHE-IPS,cut,thin CS core,CAUTION
gw1_3_fixture_head,,139,CHE-IPS-NFO-SUN-TOT,1+1+1+1+1,2,66.7,0.2062,2.3333,3,0.2784,0.2733,0,0,0,1,1,,CHE-IPS,cut,thin CS core,CAUTION
gw1_3_fixture_head,,140,ARS-HUL-IPS-MUN-SUN,1+1+1+1+1,2,66.7,0.2268,2.3333,3,0.313,0.3075,1,1,2,2,0,ARS-MUN,HUL-IPS,cut,2+ promoted,CAUTION
gw1_3_fixture_head,,141,COV-MUN-NFO-SUN-TOT,1+1+1+1+1,2,66.7,0.2268,2.3333,3,0.2906,0.2759,0,1,1,1,0,MUN,COV,cut,thin CS core,CAUTION
gw1_3_fixture_head,,142,ARS-COV-HUL-MUN-SUN,1+1+1+1+1,2,66.7,0.25,2.3333,3,0.313,0.3075,1,1,2,2,0,ARS-MUN,COV-HUL,cut,2+ promoted,CAUTION
gw1_3_fixture_head,,143,ARS-COV-LEE-MUN-SUN,1+1+1+1+1,2,66.7,0.25,2.3333,3,0.3083,0.3055,1,1,2,1,1,ARS-MUN,COV-LEE,pass,,CAUTION
gw1_3_fixture_head,,144,ARS-COV-MUN-NFO-SUN,1+1+1+1+1,2,66.7,0.25,2.3333,3,0.3161,0.3157,1,1,2,1,0,ARS-MUN,COV,pass,,CAUTION
gw1_3_fixture_head,,145,ARS-HUL-MUN-SUN-TOT,1+1+1+1+1,2,66.7,0.25,2.3333,3,0.336,0.3136,1,1,2,1,0,ARS-MUN,HUL,pass,,CAUTION
gw1_3_fixture_head,,146,ARS-LEE-MUN-SUN-TOT,1+1+1+1+1,2,66.7,0.25,2.3333,3,0.3313,0.3115,1,1,2,0,1,ARS-MUN,LEE,pass,,PICK
gw1_3_fixture_head,,147,ARS-MUN-NFO-SUN-TOT,1+1+1+1+1,2,66.7,0.25,2.3333,3,0.3391,0.3217,1,1,2,0,0,ARS-MUN,,pass,,PICK
gw1_3_fixture_head,,148,COV-HUL-IPS-MUN-SUN,1+1+1+1+1,2,66.7,0.25,2.3333,3,0.2646,0.2617,0,1,1,3,0,MUN,COV-HUL-IPS,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,149,COV-IPS-LEE-MUN-SUN,1+1+1+1+1,2,66.7,0.25,2.3333,3,0.2598,0.2597,0,1,1,2,1,MUN,COV-IPS-LEE,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,150,COV-IPS-MUN-NFO-SUN,1+1+1+1+1,2,66.7,0.25,2.3333,3,0.2676,0.2699,0,1,1,2,0,MUN,COV-IPS,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,151,HUL-IPS-MUN-SUN-TOT,1+1+1+1+1,2,66.7,0.25,2.3333,3,0.2876,0.2678,0,1,1,2,0,MUN,HUL-IPS,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,152,IPS-LEE-MUN-SUN-TOT,1+1+1+1+1,2,66.7,0.25,2.3333,3,0.2828,0.2657,0,1,1,1,1,MUN,IPS-LEE,cut,thin CS core,CAUTION
gw1_3_fixture_head,,153,IPS-MUN-NFO-SUN-TOT,1+1+1+1+1,2,66.7,0.25,2.3333,3,0.2906,0.2759,0,1,1,1,0,MUN,IPS,cut,thin CS core,CAUTION
gw1_3_fixture_head,,154,CHE-LEE-MUN-NFO-SUN,1+1+1+1+1,2,66.7,0.2562,2.3333,3,0.2592,0.2682,0,1,1,0,2,MUN,CHE-LEE,cut,thin CS core,CAUTION
gw1_3_fixture_head,,155,ARS-CHE-CRY-MUN-SUN,1+1+1+1+1,2,66.7,0.2823,2.3333,3,0.3092,0.3113,1,1,2,0,2,ARS-MUN,CHE-CRY,pass,,PICK
gw1_3_fixture_head,,156,CHE-CRY-IPS-MUN-SUN,1+1+1+1+1,2,66.7,0.2823,2.3333,3,0.2607,0.2655,0,1,1,1,2,MUN,CHE-CRY-IPS,cut,thin CS core,CAUTION
gw1_3_fixture_head,,157,CHE-COV-MUN-NFO-SUN,1+1+1+1+1,2,66.7,0.3452,2.3333,3,0.2639,0.2702,0,1,1,1,1,MUN,CHE-COV,cut,thin CS core,CAUTION
gw1_3_fixture_head,,158,CHE-MUN-NFO-SUN-TOT,1+1+1+1+1,2,66.7,0.3452,2.3333,3,0.2869,0.2762,0,1,1,0,1,MUN,CHE,cut,thin CS core,CAUTION
gw1_3_fixture_head,,159,ARS-CHE-HUL-MUN-SUN,1+1+1+1+1,2,66.7,0.354,2.3333,3,0.3093,0.3079,1,1,2,1,1,ARS-MUN,CHE-HUL,pass,,CAUTION
gw1_3_fixture_head,,160,CHE-HUL-IPS-MUN-SUN,1+1+1+1+1,2,66.7,0.354,2.3333,3,0.2609,0.2621,0,1,1,2,1,MUN,CHE-HUL-IPS,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,161,ARS-EVE-HUL-MUN-SUN,1+1+1+1+1,2,66.7,0.3634,2.3333,3,0.3161,0.3108,1,1,2,1,0,ARS-MUN,HUL,pass,,CAUTION
gw1_3_fixture_head,,162,COV-EVE-MUN-NFO-SUN,1+1+1+1+1,2,66.7,0.3634,2.3333,3,0.2707,0.2731,0,1,1,1,0,MUN,COV,cut,thin CS core,CAUTION
gw1_3_fixture_head,,163,EVE-HUL-IPS-MUN-SUN,1+1+1+1+1,2,66.7,0.3634,2.3333,3,0.2676,0.265,0,1,1,2,0,MUN,HUL-IPS,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,164,EVE-MUN-NFO-SUN-TOT,1+1+1+1+1,2,66.7,0.3634,2.3333,3,0.2937,0.2792,0,1,1,0,0,MUN,,cut,thin CS core,CAUTION
gw1_3_fixture_head,,165,ARS-COV-MUN-SUN-TOT,1+1+1+1+1,2,66.7,0.4,2.3333,3,0.336,0.3136,1,1,2,1,0,ARS-MUN,COV,pass,,CAUTION
gw1_3_fixture_head,,166,ARS-IPS-MUN-SUN-TOT,1+1+1+1+1,2,66.7,0.4,2.3333,3,0.336,0.3136,1,1,2,1,0,ARS-MUN,IPS,pass,,CAUTION
gw1_3_fixture_head,,167,COV-IPS-MUN-SUN-TOT,1+1+1+1+1,2,66.7,0.4,2.3333,3,0.2876,0.2678,0,1,1,2,0,MUN,COV-IPS,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,168,ARS-CHE-LEE-MUN-SUN,1+1+1+1+1,2,66.7,0.4079,2.3333,3,0.3046,0.3058,1,1,2,0,2,ARS-MUN,CHE-LEE,pass,,PICK
gw1_3_fixture_head,,169,CHE-IPS-LEE-MUN-SUN,1+1+1+1+1,2,66.7,0.4079,2.3333,3,0.2561,0.26,0,1,1,1,2,MUN,CHE-IPS-LEE,cut,thin CS core,CAUTION
gw1_3_fixture_head,,170,ARS-CHE-MUN-NFO-SUN,1+1+1+1+1,2,66.7,0.4618,2.3333,3,0.3124,0.316,1,1,2,0,1,ARS-MUN,CHE,pass,,PICK
gw1_3_fixture_head,,171,CHE-IPS-MUN-NFO-SUN,1+1+1+1+1,2,66.7,0.4618,2.3333,3,0.2639,0.2702,0,1,1,1,1,MUN,CHE-IPS,cut,thin CS core,CAUTION
gw1_3_fixture_head,,172,ARS-CHE-MUN-SUN-TOT,1+1+1+1+1,2,66.7,0.5335,2.3333,3,0.3324,0.3139,1,1,2,0,1,ARS-MUN,CHE,pass,,PICK
gw1_3_fixture_head,,173,CHE-IPS-MUN-SUN-TOT,1+1+1+1+1,2,66.7,0.5335,2.3333,3,0.2839,0.2681,0,1,1,1,1,MUN,CHE-IPS,cut,thin CS core,CAUTION
gw1_3_fixture_head,,174,ARS-EVE-MUN-SUN-TOT,1+1+1+1+1,2,66.7,0.55,2.3333,3,0.3391,0.3168,1,1,2,0,0,ARS-MUN,,pass,,PICK
gw1_3_fixture_head,,175,EVE-IPS-MUN-SUN-TOT,1+1+1+1+1,2,66.7,0.55,2.3333,3,0.2906,0.271,0,1,1,1,0,MUN,IPS,cut,thin CS core,CAUTION
gw1_3_fixture_head,,176,CHE-EVE-MUN-NFO-SUN,1+1+1+1+1,2,66.7,0.5507,2.3333,3,0.267,0.2735,0,1,1,0,1,MUN,CHE,cut,thin CS core,CAUTION
gw1_3_final20,1,2,HUL-LIV-MUN-NFO-SUN,1+1+1+1+1,2,66.7,-0.2,2.2222,3,0.2778,0.2689,0,2,2,1,0,LIV-MUN,HUL,pass,,CAUTION
gw1_3_final20,2,3,HUL-MCI-MUN-NFO-SUN,1+1+1+1+1,2,66.7,-0.2,2.2222,3,0.3023,0.3033,1,1,2,1,0,MCI-MUN,HUL,pass,,CAUTION
gw1_3_final20,3,4,AVL-HUL-MUN-NFO-SUN,1+1+1+1+1,2,66.7,-0.1732,2.2222,3,0.275,0.2784,0,2,2,1,0,AVL-MUN,HUL,pass,,CAUTION
gw1_3_final20,4,5,BHA-HUL-MUN-NFO-SUN,1+1+1+1+1,2,66.7,-0.1732,2.2222,3,0.2767,0.2783,0,2,2,1,0,BHA-MUN,HUL,pass,,CAUTION
gw1_3_final20,5,6,ARS-BRE-HUL-MUN-SUN,1+1+1+1+1,2,66.7,-0.1366,2.2222,3,0.3157,0.3086,1,1,2,1,0,ARS-MUN,HUL,pass,,CAUTION
gw1_3_final20,6,7,ARS-HUL-LIV-MUN-SUN,1+1+1+1+1,2,66.7,-0.1366,2.2222,3,0.3232,0.3066,1,2,3,1,0,ARS-LIV-MUN,HUL,pass,,PICK
gw1_3_final20,7,8,ARS-HUL-MCI-MUN-SUN,1+1+1+1+1,2,66.7,-0.1366,2.2222,3,0.3477,0.341,2,1,3,1,0,ARS-MCI-MUN,HUL,pass,,PICK
gw1_3_final20,8,12,COV-LIV-MUN-NFO-SUN,1+1+1+1+1,2,66.7,-0.1366,2.2222,3,0.2778,0.2689,0,2,2,1,0,LIV-MUN,COV,pass,,CAUTION
gw1_3_final20,9,13,COV-MCI-MUN-NFO-SUN,1+1+1+1+1,2,66.7,-0.1366,2.2222,3,0.3023,0.3033,1,1,2,1,0,MCI-MUN,COV,pass,,CAUTION
gw1_3_final20,10,16,LIV-MUN-NFO-SUN-TOT,1+1+1+1+1,2,66.7,-0.1366,2.2222,3,0.3008,0.2749,0,2,2,0,0,LIV-MUN,,pass,,SOLID
gw1_3_final20,11,17,MCI-MUN-NFO-SUN-TOT,1+1+1+1+1,2,66.7,-0.1366,2.2222,3,0.3253,0.3093,1,1,2,0,0,MCI-MUN,,pass,,PICK
gw1_3_final20,12,18,ARS-AVL-HUL-MUN-SUN,1+1+1+1+1,2,66.7,-0.1098,2.2222,3,0.3205,0.3161,1,2,3,1,0,ARS-AVL-MUN,HUL,pass,,PICK
gw1_3_final20,13,19,ARS-BHA-HUL-MUN-SUN,1+1+1+1+1,2,66.7,-0.1098,2.2222,3,0.3221,0.316,1,2,3,1,0,ARS-BHA-MUN,HUL,pass,,PICK
gw1_3_final20,14,26,AVL-COV-MUN-NFO-SUN,1+1+1+1+1,2,66.7,-0.0964,2.2222,3,0.275,0.2784,0,2,2,1,0,AVL-MUN,COV,pass,,CAUTION
gw1_3_final20,15,27,AVL-MUN-NFO-SUN-TOT,1+1+1+1+1,2,66.7,-0.0964,2.2222,3,0.298,0.2844,0,2,2,0,0,AVL-MUN,,pass,,SOLID
gw1_3_final20,16,28,BHA-COV-MUN-NFO-SUN,1+1+1+1+1,2,66.7,-0.0964,2.2222,3,0.2767,0.2783,0,2,2,1,0,BHA-MUN,COV,pass,,CAUTION
gw1_3_final20,17,29,BHA-MUN-NFO-SUN-TOT,1+1+1+1+1,2,66.7,-0.0964,2.2222,3,0.2997,0.2843,0,2,2,0,0,BHA-MUN,,pass,,SOLID
gw1_3_final20,18,30,ARS-BRE-COV-MUN-SUN,1+1+1+1+1,2,66.7,-0.05,2.2222,3,0.3157,0.3086,1,1,2,1,0,ARS-MUN,COV,pass,,CAUTION
gw1_3_final20,19,31,ARS-BRE-MUN-SUN-TOT,1+1+1+1+1,2,66.7,-0.05,2.2222,3,0.3387,0.3147,1,1,2,0,0,ARS-MUN,,pass,,PICK
gw1_3_final20,20,32,ARS-COV-LIV-MUN-SUN,1+1+1+1+1,2,66.7,-0.05,2.2222,3,0.3232,0.3066,1,2,3,1,0,ARS-LIV-MUN,COV,pass,,PICK
